recno;ID_ROADKILL;SESION;DATE;TRANSECT;OBSERVER;P_V;METHODOLOGY;OBSERVED;SPECIE;GROUP;STATUS;latitude;longitude;precision;utm_n;utm_e;utm_zona;LOCATION;d1;d2;D_CONSENSUS
3113;520;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3114;520;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3115;521;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;SMALL_BIRD;5;37.557621;-5.448683;3;4159552;283710;30S;ROADWAY;2;0.8;1
3116;521;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Passerine;SMALL_BIRD;5;37.557637;-5.448704;4;4159554;283708;30S;ROADWAY;3;0.5;1
3117;521;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3118;521;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3119;521;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3120;521;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3121;522;MAY;17/05/2023;CAMPANA;1;P;WALKING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3122;522;MAY;17/05/2023;CAMPANA;2;P;CYCLING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3123;522;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3124;522;MAY;17/05/2023;CAMPANA;4;V;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;6;37.558527;-5.44713;5;4159649;283849;30S;OUT;NA;0.2;1
3125;522;MAY;17/05/2023;CAMPANA;5;V;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;6;37.559128;-5.44631;4;4159714;283924;30S;OUT;NA;0.5;1
3126;522;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3127;523;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Asio otus;MEDIUM_BIRD;2;37.559346;-5.446017;4;4159737;283950;30S;OUT;5;1;1
3128;523;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Asio otus;MEDIUM_BIRD;2;37.559328;-5.446019;4;4159735;283950;30S;OUT;10;0.5;1
3129;523;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Asio otus;MEDIUM_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3130;523;MAY;17/05/2023;CAMPANA;4;V;WALKING;1;Asio otus;MEDIUM_BIRD;2;37.55938;-5.446001;4;4159741;283952;30S;OUT;NA;1;1
3131;523;MAY;17/05/2023;CAMPANA;5;V;CYCLING;1;Asio otus;MEDIUM_BIRD;2;37.559351;-5.446027;4;4159738;283949;30S;OUT;NA;1;1
3132;523;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Asio otus;MEDIUM_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3133;524;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.562194;-5.442667;4;4160045;284254;30S;ROADWAY;10;0.9;1
3134;524;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.562216;-5.442684;4;4160048;284253;30S;ROADWAY;30;1;1
3135;524;MAY;17/05/2023;CAMPANA;3;P;DRIVING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.562229;-5.442664;NA;NA;NA;NA;ROADWAY;NA;1;1
3136;524;MAY;17/05/2023;CAMPANA;4;V;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.562223;-5.442685;4;4160049;284253;30S;ROADWAY;NA;1;1
3137;524;MAY;17/05/2023;CAMPANA;5;V;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.562216;-5.442687;4;4160048;284253;30S;ROADWAY;NA;1;1
3138;524;MAY;17/05/2023;CAMPANA;6;V;DRIVING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.562246;-5.442647;NA;NA;NA;NA;ROADWAY;NA;0.5;1
3139;525;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;SMALL_BIRD;3;37.563602;-5.441268;4;4160198;284382;30S;ROADWAY;9;3.2;3
3140;525;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Passerine;SMALL_BIRD;3;37.563598;-5.441303;4;4160198;284379;30S;ROADWAY;20;3.2;3
3141;525;MAY;17/05/2023;CAMPANA;3;P;DRIVING;1;Passerine;SMALL_BIRD;3;37.563575;-5.441361;NA;NA;NA;NA;ROADWAY;NA;3;3
3142;525;MAY;17/05/2023;CAMPANA;4;V;WALKING;1;Passerine;SMALL_BIRD;3;37.56361;-5.441225;4;4160199;284386;30S;ROADWAY;NA;3;3
3143;525;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3144;525;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3145;526;MAY;17/05/2023;CAMPANA;1;P;WALKING;0;Galerida cristata;SMALL_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3146;526;MAY;17/05/2023;CAMPANA;2;P;CYCLING;0;Galerida cristata;SMALL_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3147;526;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Galerida cristata;SMALL_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3148;526;MAY;17/05/2023;CAMPANA;4;V;WALKING;1;Galerida cristata;SMALL_BIRD;2;37.563782;-5.44094;5;4160218;284411;30S;OUT;NA;2;2
3149;526;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Galerida cristata;SMALL_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3150;526;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Galerida cristata;SMALL_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3151;527;MAY;17/05/2023;CAMPANA;1;P;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3152;527;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Passerine;SMALL_BIRD;4;37.563808;-5.440927;4;4160221;284413;30S;ROADWAY;3;3;3
3153;527;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3154;527;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3155;527;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3156;527;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3157;528;MAY;17/05/2023;CAMPANA;1;P;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3158;528;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Passerine;SMALL_BIRD;4;37.563883;-5.440726;4;4160228;284431;30S;ROADWAY;10;3;3
3159;528;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3160;528;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3161;528;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3162;528;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3163;529;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;SMALL_BIRD;4;37.564147;-5.440208;4;4160256;284477;30S;ROADWAY;2.5;2.5;3
3164;529;MAY;17/05/2023;CAMPANA;2;P;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3165;529;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3166;529;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3167;529;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3168;529;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3169;530;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;SMALL_BIRD;4;37.564186;-5.440133;4;4160261;284484;30S;ROADWAY;4.5;4.5;5
3170;530;MAY;17/05/2023;CAMPANA;2;P;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3171;530;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3172;530;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3173;530;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3174;530;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3175;531;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;MEDIUM_BIRD;6;37.564435;-5.439701;6;4160287;284523;30S;OUT;1.5;1.5;2
3176;531;MAY;17/05/2023;CAMPANA;2;P;CYCLING;0;Passerine;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3177;531;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3178;531;MAY;17/05/2023;CAMPANA;4;V;WALKING;1;Passerine;MEDIUM_BIRD;6;37.564512;-5.439617;4;4160296;284530;30S;OUT;NA;0.8;2
3179;531;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3180;531;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3181;532;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;MEDIUM_BIRD;4;37.564576;-5.439401;4;4160302;284550;30S;ROADWAY;4.8;4.8;5
3182;532;MAY;17/05/2023;CAMPANA;2;P;CYCLING;0;Passerine;MEDIUM_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3183;532;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;MEDIUM_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3184;532;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Passerine;MEDIUM_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3185;532;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;MEDIUM_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3186;532;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;MEDIUM_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3187;533;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Hippolais polyglotta;SMALL_BIRD;3;37.564635;-5.439234;4;4160308;284565;30S;ROADWAY;10;4;4
3188;533;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Hippolais polyglotta;SMALL_BIRD;3;37.564604;-5.439114;4;4160305;284575;30S;ROADWAY;15;4;4
3189;533;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Hippolais polyglotta;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3190;533;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Hippolais polyglotta;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3191;533;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Hippolais polyglotta;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3192;533;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Hippolais polyglotta;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3193;534;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;SMALL_BIRD;4;37.56461;-5.439316;5;4160306;284557;30S;ROADWAY;3.2;3.2;3
3194;534;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Passerine;SMALL_BIRD;4;37.564601;-5.43928;4;4160305;284560;30S;ROADWAY;10;3.2;3
3195;534;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3196;534;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3197;534;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3198;534;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3199;535;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passer domesticus;SMALL_BIRD;3;37.564639;-5.439101;7;4160309;284576;30S;ROADWAY;6;5.5;6
3200;535;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Passer domesticus;SMALL_BIRD;3;37.564643;-5.439072;4;4160309;284579;30S;ROADWAY;5;5.5;6
3201;535;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passer domesticus;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
3202;535;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Passer domesticus;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
3203;535;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passer domesticus;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
3204;535;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passer domesticus;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;6
3205;536;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Malpolon monspessulanus;SNAKE;6;37.564862;-5.43868;6;4160332;284614;30S;OUT;1;1;1
3206;536;MAY;17/05/2023;CAMPANA;2;P;CYCLING;0;Malpolon monspessulanus;SNAKE;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3207;536;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Malpolon monspessulanus;SNAKE;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3208;536;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Malpolon monspessulanus;SNAKE;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3209;536;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Malpolon monspessulanus;SNAKE;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3210;536;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Malpolon monspessulanus;SNAKE;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3211;537;MAY;17/05/2023;CAMPANA;1;P;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3212;537;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Passerine;SMALL_BIRD;4;37.564858;-5.438697;4;4160332;284613;30S;ROADWAY;3;2.5;3
3213;537;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3214;537;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3215;537;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3216;537;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3217;538;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;SMALL_BIRD;3;37.565283;-5.437654;4;4160377;284706;30S;ROADWAY;8;2.8;3
3218;538;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Passerine;SMALL_BIRD;3;37.565287;-5.437685;4;4160377;284703;30S;ROADWAY;10;3;3
3219;538;MAY;17/05/2023;CAMPANA;3;P;DRIVING;1;Passerine;SMALL_BIRD;3;37.565289;-5.437759;NA;NA;NA;NA;ROADWAY;NA;2;3
3220;538;MAY;17/05/2023;CAMPANA;4;V;WALKING;1;Passerine;SMALL_BIRD;3;37.565339;-5.437723;6;4160383;284700;30S;ROADWAY;NA;3;3
3221;538;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3222;538;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3223;539;MAY;17/05/2023;CAMPANA;1;P;WALKING;0;Parus major;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3224;539;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Parus major;SMALL_BIRD;1;37.565519;-5.437119;4;4160402;284754;30S;OUT;5;1;1
3225;539;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Parus major;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3226;539;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Parus major;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3227;539;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Parus major;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3228;539;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Parus major;SMALL_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3229;540;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;SMALL_BIRD;4;37.565548;-5.437077;6;4160405;284758;30S;ROADWAY;3;2.8;3
3230;540;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Passerine;SMALL_BIRD;4;37.565543;-5.437065;4;4160404;284759;30S;ROADWAY;5;3;3
3231;540;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3232;540;MAY;17/05/2023;CAMPANA;4;V;WALKING;1;Passerine;SMALL_BIRD;4;37.565636;-5.437047;7;4160414;284761;30S;ROADWAY;NA;2.4;3
3233;540;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3234;540;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3235;541;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;SMALL_BIRD;4;37.565599;-5.436926;4;4160410;284771;30S;ROADWAY;6;4.5;5
3236;541;MAY;17/05/2023;CAMPANA;2;P;CYCLING;1;Passerine;SMALL_BIRD;4;37.565546;-5.436853;4;4160404;284777;30S;ROADWAY;10;4.5;5
3237;541;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3238;541;MAY;17/05/2023;CAMPANA;4;V;WALKING;1;Passerine;SMALL_BIRD;4;37.565545;-5.436865;6;4160404;284776;30S;ROADWAY;NA;3;5
3239;541;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3240;541;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3241;542;MAY;17/05/2023;CAMPANA;1;P;WALKING;0;Passerine;SMALL_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3242;542;MAY;17/05/2023;CAMPANA;2;P;CYCLING;0;Passerine;SMALL_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3243;542;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3244;542;MAY;17/05/2023;CAMPANA;4;V;WALKING;1;Passerine;SMALL_BIRD;2;37.565717;-5.436564;4;4160422;284804;30S;OUT;NA;0.5;1
3245;542;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3246;542;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3247;543;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Tarentola mauritanica;LIZARD;4;37.565776;-5.436528;4;4160429;284807;30S;ROADWAY;3;2.9;3
3248;543;MAY;17/05/2023;CAMPANA;2;P;CYCLING;0;Tarentola mauritanica;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3249;543;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Tarentola mauritanica;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3250;543;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Tarentola mauritanica;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3251;543;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Tarentola mauritanica;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3252;543;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Tarentola mauritanica;LIZARD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3253;544;MAY;17/05/2023;CAMPANA;1;P;WALKING;1;Passerine;SMALL_BIRD;4;37.566046;-5.435969;4;4160457;284857;30S;ROADWAY;4;3.2;3
3254;544;MAY;17/05/2023;CAMPANA;2;P;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3255;544;MAY;17/05/2023;CAMPANA;3;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3256;544;MAY;17/05/2023;CAMPANA;4;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3257;544;MAY;17/05/2023;CAMPANA;5;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3258;544;MAY;17/05/2023;CAMPANA;6;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3259;545;MAY;17/05/2023;LORA1;3;P;WALKING;1;lizard;LIZARD;5;37.586177;-5.451354;5;4162727;283556;30S;ROADWAY;5;5;5
3260;545;MAY;17/05/2023;LORA1;1;P;CYCLING;0;lizard;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3261;545;MAY;17/05/2023;LORA1;2;P;DRIVING;0;lizard;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3262;545;MAY;17/05/2023;LORA1;6;V;WALKING;0;lizard;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3263;545;MAY;17/05/2023;LORA1;4;V;CYCLING;0;lizard;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3264;545;MAY;17/05/2023;LORA1;5;V;DRIVING;0;lizard;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;5
3265;546;MAY;17/05/2023;LORA1;3;P;WALKING;1;Psammodromus algirus;LIZARD;3;37.586685;-5.452226;4;4162785;283481;30S;ROADWAY;10;4;4
3266;546;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Psammodromus algirus;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3267;546;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Psammodromus algirus;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3268;546;MAY;17/05/2023;LORA1;6;V;WALKING;0;Psammodromus algirus;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3269;546;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Psammodromus algirus;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3270;546;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Psammodromus algirus;LIZARD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3271;547;MAY;17/05/2023;LORA1;3;P;WALKING;1;Passerine;SMALL_BIRD;5;37.588743;-5.456196;4;4163023;283136;30S;ROADWAY;10;3;3
