recno;ID_ROADKILL;SESION;DATE;TRANSECT;OBSERVER;P_V;METHODOLOGY;OBSERVED;SPECIE;GROUP;STATUS;latitude;longitude;precision;utm_n;utm_e;utm_zona;LOCATION;d1;d2;D_CONSENSUS
3272;547;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3273;547;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3274;547;MAY;17/05/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3275;547;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3276;547;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3277;548;MAY;17/05/2023;LORA1;3;P;WALKING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3278;548;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3279;548;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3280;548;MAY;17/05/2023;LORA1;6;V;WALKING;1;Passerine;SMALL_BIRD;3;37.589143;-5.457911;5;4163071;282986;30S;ROADWAY;NA;1;1
3281;548;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3282;548;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3283;549;MAY;17/05/2023;LORA1;3;P;WALKING;1;Milvus migrans;MEDIUM_BIRD;2;37.589482;-5.459797;4;4163113;282820;30S;OUT;5;5;4
3284;549;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Milvus migrans;MEDIUM_BIRD;2;37.589529;-5.459837;4;4163118;282817;30S;OUT;5;3;4
3285;549;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Milvus migrans;MEDIUM_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;4
3286;549;MAY;17/05/2023;LORA1;6;V;WALKING;1;Milvus migrans;MEDIUM_BIRD;2;37.589501;-5.459821;5;4163115;282818;30S;OUT;NA;4;4
3287;549;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Milvus migrans;MEDIUM_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;4
3288;549;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Milvus migrans;MEDIUM_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;4
3289;550;MAY;17/05/2023;LORA1;3;P;WALKING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3290;550;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3291;550;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3292;550;MAY;17/05/2023;LORA1;6;V;WALKING;1;Cat;DOMESTIC;6;37.589968;-5.461598;5;4163171;282663;30S;OUT;NA;2;1
3293;550;MAY;17/05/2023;LORA1;4;V;CYCLING;1;Cat;DOMESTIC;6;37.589933;-5.461583;8;4163167;282664;30S;OUT;NA;1;1
3294;550;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Cat;DOMESTIC;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3295;551;MAY;17/05/2023;LORA1;3;P;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;37.591401;-5.463267;7;4163334;282520;30S;ROADWAY;10;3;3
3296;551;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;37.591432;-5.463309;6;4163338;282516;30S;ROADWAY;5;3.5;3
3297;551;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3298;551;MAY;17/05/2023;LORA1;6;V;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;37.591398;-5.463247;5;4163334;282521;30S;ROADWAY;NA;3;3
3299;551;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3300;551;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3301;552;MAY;17/05/2023;LORA1;3;P;WALKING;0;Milvus migrans;MEDIUM_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3302;552;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Milvus migrans;MEDIUM_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3303;552;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Milvus migrans;MEDIUM_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3304;552;MAY;17/05/2023;LORA1;6;V;WALKING;1;Milvus migrans;MEDIUM_BIRD;1;37.591728;-5.463614;5;4163371;282490;30S;OUT;NA;3;3
3305;552;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Milvus migrans;MEDIUM_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3306;552;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Milvus migrans;MEDIUM_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3307;553;MAY;17/05/2023;LORA1;3;P;WALKING;0;Milvus migrans;MEDIUM_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3308;553;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Milvus migrans;MEDIUM_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3309;553;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Milvus migrans;MEDIUM_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3310;553;MAY;17/05/2023;LORA1;6;V;WALKING;1;Milvus migrans;MEDIUM_BIRD;1;37.591728;-5.463614;5;4163371;282490;30S;OUT;NA;3;3
3311;553;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Milvus migrans;MEDIUM_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3312;553;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Milvus migrans;MEDIUM_BIRD;1;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3313;554;MAY;17/05/2023;LORA1;3;P;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;37.591888;-5.463704;4;4163389;282482;30S;ROADWAY;10;4.5;4
3314;554;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3315;554;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3316;554;MAY;17/05/2023;LORA1;6;V;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;37.591931;-5.463654;5;4163394;282487;30S;ROADWAY;NA;2;4
3317;554;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3318;554;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3319;555;MAY;17/05/2023;LORA1;3;P;WALKING;0;Picus sharpei;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3320;555;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Picus sharpei;MEDIUM_BIRD;6;37.592499;-5.464058;4;4163458;282453;30S;OUT;2;2;2
3321;555;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Picus sharpei;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3322;555;MAY;17/05/2023;LORA1;6;V;WALKING;0;Picus sharpei;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3323;555;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Picus sharpei;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3324;555;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Picus sharpei;MEDIUM_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3325;556;MAY;17/05/2023;LORA1;3;P;WALKING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3326;556;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3327;556;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3328;556;MAY;17/05/2023;LORA1;6;V;WALKING;1;Passerine;SMALL_BIRD;6;37.592784;-5.464284;5;4163490;282434;30S;OUT;NA;1;1
3329;556;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3330;556;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3331;557;MAY;17/05/2023;LORA1;3;P;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;37.592811;-5.464321;4;4163493;282431;30S;SHOULDER;5;0.5;1
3332;557;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;37.592861;-5.464334;4;4163499;282430;30S;SHOULDER;1;1;1
3333;557;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;1
3334;557;MAY;17/05/2023;LORA1;6;V;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;37.592803;-5.464309;5;4163492;282432;30S;SHOULDER;NA;1;1
3335;557;MAY;17/05/2023;LORA1;4;V;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;37.592788;-5.464321;6;4163490;282430;30S;SHOULDER;NA;0.3;1
3336;557;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;NA;NA;NA;NA;NA;NA;SHOULDER;NA;NA;1
3337;558;MAY;17/05/2023;LORA1;3;P;WALKING;0;Hemorrhois hippocrepis;SNAKE;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3338;558;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Hemorrhois hippocrepis;SNAKE;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3339;558;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Hemorrhois hippocrepis;SNAKE;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3340;558;MAY;17/05/2023;LORA1;6;V;WALKING;1;Hemorrhois hippocrepis;SNAKE;6;37.593712;-5.464995;5;4163594;282374;30S;OUT;;0.5;1
3341;558;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Hemorrhois hippocrepis;SNAKE;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3342;558;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Hemorrhois hippocrepis;SNAKE;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;1
3343;559;MAY;17/05/2023;LORA1;3;P;WALKING;1;Curruca melanocephala;SMALL_BIRD;3;37.594134;-5.46533;4;4163642;282345;30S;ROADWAY;10;3;3
3344;559;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Curruca melanocephala;SMALL_BIRD;3;37.594243;-5.465325;3;4163654;282346;30S;ROADWAY;6;3.1;3
3345;559;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Curruca melanocephala;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3346;559;MAY;17/05/2023;LORA1;6;V;WALKING;1;Curruca melanocephala;SMALL_BIRD;3;37.594111;-5.465353;5;4163640;282343;30S;ROADWAY;NA;3;3
3347;559;MAY;17/05/2023;LORA1;4;V;CYCLING;1;Curruca melanocephala;SMALL_BIRD;3;37.594141;-5.465297;4;4163643;282348;30S;ROADWAY;NA;3;3
3348;559;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Curruca melanocephala;SMALL_BIRD;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3349;560;MAY;17/05/2023;LORA1;3;P;WALKING;1;Alectoris rufa;SMALL_BIRD;4;37.594668;-5.465746;4;4163702;282310;30S;ROADWAY;3;1;2
3350;560;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Alectoris rufa;SMALL_BIRD;4;37.594693;-5.465756;8;4163705;282309;30S;ROADWAY;2;1.2;2
3351;560;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3352;560;MAY;17/05/2023;LORA1;6;V;WALKING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3353;560;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3354;560;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3355;561;MAY;17/05/2023;LORA1;3;P;WALKING;1;Alectoris rufa;SMALL_BIRD;4;37.594681;-5.46573;6;4163704;282312;30S;ROADWAY;5;1.5;2
3356;561;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Alectoris rufa;SMALL_BIRD;4;37.594702;-5.465776;4;4163706;282308;30S;ROADWAY;2;1.2;2
3357;561;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3358;561;MAY;17/05/2023;LORA1;6;V;WALKING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3359;561;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3360;561;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3361;562;MAY;17/05/2023;LORA1;3;P;WALKING;1;Alectoris rufa;SMALL_BIRD;5;37.5947;-5.46575;8;4163706;282310;30S;ROADWAY;3;1;1
3362;562;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Alectoris rufa;SMALL_BIRD;5;37.594702;-5.465762;4;4163706;282309;30S;ROADWAY;2;0.9;1
3363;562;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Alectoris rufa;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3364;562;MAY;17/05/2023;LORA1;6;V;WALKING;0;Alectoris rufa;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3365;562;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Alectoris rufa;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3366;562;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Alectoris rufa;SMALL_BIRD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3367;563;MAY;17/05/2023;LORA1;3;P;WALKING;1;Alectoris rufa;SMALL_BIRD;4;37.59468;-5.465767;4;4163704;282308;30S;ROADWAY;5;1;2
3368;563;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Alectoris rufa;SMALL_BIRD;4;37.594725;-5.465757;5;4163709;282309;30S;ROADWAY;2;1.3;2
3369;563;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3370;563;MAY;17/05/2023;LORA1;6;V;WALKING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3371;563;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3372;563;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3373;564;MAY;17/05/2023;LORA1;3;P;WALKING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3374;564;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Alectoris rufa;SMALL_BIRD;4;37.594683;-5.465755;4;4163704;282309;30S;ROADWAY;2;1.2;2
3375;564;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3376;564;MAY;17/05/2023;LORA1;6;V;WALKING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3377;564;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3378;564;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;2
3379;565;MAY;17/05/2023;LORA1;3;P;WALKING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3380;565;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Alectoris rufa;SMALL_BIRD;4;37.594716;-5.465758;4;4163708;282309;30S;ROADWAY;4;2.5;3
3381;565;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3382;565;MAY;17/05/2023;LORA1;6;V;WALKING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3383;565;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3384;565;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Alectoris rufa;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3385;566;MAY;17/05/2023;LORA1;3;P;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3386;566;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Passerine;SMALL_BIRD;4;37.595236;-5.466129;4;4163766;282278;30S;ROADWAY;5;3.5;4
3387;566;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3388;566;MAY;17/05/2023;LORA1;6;V;WALKING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3389;566;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3390;566;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;4;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;4
3391;567;MAY;17/05/2023;LORA1;3;P;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.595776;-5.466585;4;4163827;282239;30S;ROADWAY;10;0.5;1
3392;567;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.59581;-5.466589;5;4163831;282239;30S;ROADWAY;10;0.5;1
3393;567;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3394;567;MAY;17/05/2023;LORA1;6;V;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.595789;-5.466582;5;4163829;282240;30S;ROADWAY;NA;0.5;1
3395;567;MAY;17/05/2023;LORA1;4;V;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.595853;-5.466569;5;4163836;282241;30S;ROADWAY;NA;1;1
3396;567;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3397;568;MAY;17/05/2023;LORA1;3;P;WALKING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3398;568;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;37.596417;-5.467047;4;4163899;282200;30S;OUT;2;2;2
3399;568;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;2
3400;568;MAY;17/05/2023;LORA1;6;V;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;37.596383;-5.467035;5;4163896;282201;30S;OUT;NA;2;2
3401;568;MAY;17/05/2023;LORA1;4;V;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;37.59643;-5.467023;5;4163901;282203;30S;OUT;NA;1;2
3402;568;MAY;17/05/2023;LORA1;5;V;DRIVING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;2;37.596262;-5.466944;NA;NA;NA;NA;OUT;NA;0.5;2
3403;569;MAY;17/05/2023;LORA1;3;P;WALKING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3404;569;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3405;569;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3406;569;MAY;17/05/2023;LORA1;6;V;WALKING;1;Passerine;SMALL_BIRD;6;37.597146;-5.467586;5;4163982;282155;30S;OUT;NA;3;3
3407;569;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3408;569;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Passerine;SMALL_BIRD;6;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3409;570;MAY;17/05/2023;LORA1;3;P;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.598397;-5.46902;4;4164124;282032;30S;ROADWAY;10;0.5;1
3410;570;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.598435;-5.469009;4;4164128;282033;30S;ROADWAY;10;0.5;1
3411;570;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3412;570;MAY;17/05/2023;LORA1;6;V;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.598386;-5.468997;5;4164122;282034;30S;ROADWAY;NA;0.5;1
3413;570;MAY;17/05/2023;LORA1;4;V;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.598383;-5.469029;6;4164122;282031;30S;ROADWAY;NA;0.7;1
3414;570;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;1
3415;571;MAY;17/05/2023;LORA1;3;P;WALKING;0;Psammodromus algirus;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3416;571;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Psammodromus algirus;LIZARD;5;37.599214;-5.470151;8;4164217;281934;30S;ROADWAY;3;2.5;3
3417;571;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Psammodromus algirus;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3418;571;MAY;17/05/2023;LORA1;6;V;WALKING;0;Psammodromus algirus;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3419;571;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Psammodromus algirus;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3420;571;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Psammodromus algirus;LIZARD;5;NA;NA;NA;NA;NA;NA;ROADWAY;NA;NA;3
3421;572;MAY;17/05/2023;LORA1;3;P;WALKING;0;Picus sharpei;MEDIUM_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3422;572;MAY;17/05/2023;LORA1;1;P;CYCLING;0;Picus sharpei;MEDIUM_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3423;572;MAY;17/05/2023;LORA1;2;P;DRIVING;0;Picus sharpei;MEDIUM_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3424;572;MAY;17/05/2023;LORA1;6;V;WALKING;1;Picus sharpei;MEDIUM_BIRD;2;37.599359;-5.470514;5;4164234;281903;30S;OUT;NA;2.5;3
3425;572;MAY;17/05/2023;LORA1;4;V;CYCLING;0;Picus sharpei;MEDIUM_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3426;572;MAY;17/05/2023;LORA1;5;V;DRIVING;0;Picus sharpei;MEDIUM_BIRD;2;NA;NA;NA;NA;NA;NA;OUT;NA;NA;3
3427;573;MAY;17/05/2023;LORA1;3;P;WALKING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.599696;-5.470815;4;4164272;281877;30S;ROADWAY;15;3;3
3428;573;MAY;17/05/2023;LORA1;1;P;CYCLING;1;Oryctolagus cuniculus;MEDIUM_MAMMAL;3;37.599676;-5.470839;3;4164270;281875;30S;ROADWAY;10;3;3
